no,nama,komentar,rating,link
1,"Jas Hujan Sunflower Sun flower Original S, M, L, XL, 2XL, 3XL, 4XL - Warna Lain, S (Kids)","Barang sesuai, pengiriman cepet",5,https://www.tokopedia.com/zackybylla/jas-hujan-sunflower-sun-flower-original-s-m-l-xl-2xl-3xl-4xl-warna-lain-s-kids?extParam=ivf%3Dfalse&src=topads
2,"Jas Hujan Sunflower Sun flower Original S, M, L, XL, 2XL, 3XL, 4XL - Warna Lain, S (Kids)",Bagus sesuai orderan,5,https://www.tokopedia.com/zackybylla/jas-hujan-sunflower-sun-flower-original-s-m-l-xl-2xl-3xl-4xl-warna-lain-s-kids?extParam=ivf%3Dfalse&src=topads
3,"Jas Hujan Sunflower Sun flower Original S, M, L, XL, 2XL, 3XL, 4XL - Warna Lain, S (Kids)",Bagus bahan nya. Warna nya di foto malah ga terang jd kaya putih  tapi bagian mata kaki ada kotor kena tanah kaya bekas dipakai/dicoba org.,4,https://www.tokopedia.com/zackybylla/jas-hujan-sunflower-sun-flower-original-s-m-l-xl-2xl-3xl-4xl-warna-lain-s-kids?extParam=ivf%3Dfalse&src=topads
4,"Jas Hujan Sunflower Sun flower Original S, M, L, XL, 2XL, 3XL, 4XL - Warna Lain, S (Kids)","bahan bagus, tipis tapi comfort, efek daun talas jadi jas hujan cepet kering, tutup kepala nyaman ada karetnya, sayang masih sedikit rembes di depan saat hujan deras.",4,https://www.tokopedia.com/zackybylla/jas-hujan-sunflower-sun-flower-original-s-m-l-xl-2xl-3xl-4xl-warna-lain-s-kids?extParam=ivf%3Dfalse&src=topads
5,"Jas Hujan Sunflower Sun flower Original S, M, L, XL, 2XL, 3XL, 4XL - Warna Lain, S (Kids)","Barang Ok mantap, pengiriman sangat sangat lambat",3,https://www.tokopedia.com/zackybylla/jas-hujan-sunflower-sun-flower-original-s-m-l-xl-2xl-3xl-4xl-warna-lain-s-kids?extParam=ivf%3Dfalse&src=topads
6,"Jas Hujan Sunflower Sun flower Original S, M, L, XL, 2XL, 3XL, 4XL - Warna Lain, S (Kids)",tembus dibagian depan Resleting,2,https://www.tokopedia.com/zackybylla/jas-hujan-sunflower-sun-flower-original-s-m-l-xl-2xl-3xl-4xl-warna-lain-s-kids?extParam=ivf%3Dfalse&src=topads
7,"Jas Hujan Sunflower Sun flower Original S, M, L, XL, 2XL, 3XL, 4XL - Warna Lain, S (Kids)",bahan tidak sesuai kasar.. tidak lembut.,1,https://www.tokopedia.com/zackybylla/jas-hujan-sunflower-sun-flower-original-s-m-l-xl-2xl-3xl-4xl-warna-lain-s-kids?extParam=ivf%3Dfalse&src=topads
8,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes","barang sampai dengan aman,barang bagussss,terimakasih kurirnya yg baikkkkkk dan Ama sopi terimakasih banyak. ,barang sampai dengan tepat waktu ,sip lah pokoknya ",5,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045784
9,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes",bahan tebal.. sukaa bngett gak kecewa.. harga murah kualitas bagus.. cepet smpainya.. respon penjual cepat dan ramah.. makasih,5,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045785
10,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes","Pengiriman cepat, barang sesuai dan semua dalam kondisi lengkap tanpa cacat sudah di cek. ",5,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045786
11,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes",Cukup memuaskan semoga bisa tahan lama ya,5,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045787
12,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes",Warna hijau Armi bagus Ukurannya sesuai,4,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045788
13,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes",paket sudah sampe.. barangnya baguss.. btw ini baru pertama kali beli disini.. mudah mudahan sesuai. dan tidak rembes yaaa.. semoga sukses dan selalu amanah yaa.. terima kasih kak..,4,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045789
14,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes","Barang sampai, warna agak navy, padahal pesan hitam, tidak masalah",3,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045790
15,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes","sedikit kecewa karna ada yg bolong,",3,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045791
16,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes","celana kurang besar untuk ukuran xxl nya,,tidak muat,,",3,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045792
17,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes","Tebal bahannya, TAPI pengemasan kurang TELITI. Ada yang sobek di bagian dekat kancing. Tolong teliti lagi saat pengemasan nya! Terimakasih",3,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045793
18,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes",Blom dipake baru buka kancingnya sudah copot kancingnya produknya ya mungkindi tulis kriteria sm dgn axio tapi kenyataan harga si ga murah murah banget tp kualitas nihil sletingnya juga keras,2,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045794
19,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes",Kualitas sangat buruk.. bagian celana cuma di jahit tidak di cleam jadi air masih rembes ke dlam.. baru sekali pake juga langsung sobek. Tidak sesuai dgn harga kualitas barang yg di jual,1,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045795
20,"JAS HUJAN, RAINCOAT Terbaik Pria Wanita BY HCS Anti Rembes","barang sudah diterima baru dibuka dan ternyata Resletingnya mudah rusak dan sangat kecewa sih, terpaksa harus beli resleting lagi. untuk selebihnya bahan bagus tebal mudah² tahan lama. Ok terimakasih",1,https://shopee.co.id/JAS-HUJAN-RAINCOAT-Terbaik-Pria-Wanita-BY-HCS-Anti-Rembes-i.263624211.5289108089?sp_atk=bd3e200b-997b-48ac-8116-210b20045784&xptdk=bd3e200b-997b-48ac-8116-210b20045796
21,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,Bahan adem bagus nyaman Pokoknya keren bgt sih ini jas hujan .. Next time beli lagi buat anak dan suami Beli dah Wei jng ragu dan bimbang .. bintang 10 kalo ada mah gw kasih rating,5,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557127
22,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Kekurangan hanya warna pink sudah habis kebetulan sy suka pink, mana tau dapet pink gratis setelah review ini hehe",5,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557128
23,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Jas hujannya bahannya bagus, modelnya jg bagus, warna bagus cm kalau untuk sering dipakai lebih baik memilih warna yang agak gelap ya supaya tidak cepat kotor, pengiriman cepat. Dapet stiker peakglory.",5,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557129
24,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"kaget bgt ini jas hujannya ringan, bagus deh eye cathing warnanya udah sempet d pake waktu ujan2 dan gak tembus, diangin2 juga cepet kering jas ujannya karna airnya kyak gak nempel gitu d jas ujannya.. beda kalo pake jas ujan yg bahan luarnya kyak karet yg plastik2 itu looohh",5,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557130
25,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Bagus banget jas hujannya, blm coba pas hujan, smoga ga nembus. Warnanya jg bagus. Suka d pokoknya. Packing jg rapi. Makasih ya. Warnanya cakep suka d.",5,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557131
26,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,Sedikit kotor bagian celananya,4,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557132
27,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,semoga bisa awet. barangnya baru sampek.,4,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557133
28,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Ketika paket sampai, jahitan celananya langsung putus beberapa (Ringkih sekali) kemudian saya tes memakainya lalu saya siram air, badan saya tidak basah, tapi bahannya tipis dan ringan, karet di tangannya kuat, resletingnya tidak dilapisi lagi. Semoga awet saja lah. Warna sesuai pic, ini saya take di kamar mandi jadi warnanya agak kemerahan",4,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557134
29,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Ku kira tasnya terpisah eh ternyata resletingnya buat wadah barang pintar wkwk, suka bgt terimakasih selerrr",4,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557135
30,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Dengan harga segitu tapi jaitan nya ngga rapi ada beberapa part yang jaitan untuk pelekat nya ngga dijait dengan sempurna jadi kalau buka langsung bisa ngrusak jaitan nya, terus ada noda noda di jaketnya, jadinya kayak beli barang demage",3,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557136
31,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Produk diterima dg kondisi resleting cacat, jahitan ada yg kurang rapi. Udah lama sampainya, sengaja mau dipake pas hujan dulu baru buat ulasan. Oke banget buat gerimis sampe hujan ringan. Tapi kalo hujan deras sih ini raincoat nya tembus. BB 49kg TB 161cm pake All size M-XL agak longgar, tapi kalo pake tas kecil sih agak ngepas di bagian punggung, rawan sobek jadi musti pelan2 pas pake/lepasnya. Seller fast respon.",3,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557137
32,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"beli ini karna pengen punya jas hujan proper. UDH PENGEN BGTTTTT BABYPINK!!!! tp ini gatau pink apaan! mana ribet buat masukkin baliknya! omg super duper kesel bgt. Maaf ini keselnya berlebihan karna lg pms jg, lg pgn bgt malah dikasih yg ginian hhhh kesel! Mending kl chat dl bilang emg gaada, ini gaada ngomong apa2, kecewa parah sih, tau gt beli yg murah aja💀 astagfirullah! plis yg gasuka jas hujan ribet yg bisa gampang masuk keluar, gausah beli yg macem gini",2,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557138
33,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Jas hujannya lucu, tapi ga bekerja maksimal. Pas sampai besoknya langsung dicoba di hujan yang gerimis (ga deres) tapi di bagian dada dan celana malah rembes. Jas hujannya tipis ga tebal",2,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557139
34,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Bahan tipis, saat gerimis aja uda ngrembes kemana mana, apalagi deras,, tidak recomended,, sangat menyesal karna harganya tidak murah,.",2,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557140
35,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,"Saya kecewa banget, masa baru di pake 1x rembes air banyak bgt udh kaya ga pake jas ujan fotonya ga jelas aslinya basah kuyup,jaitan pun ga dilem,untuk varian warna dan model saya akui ini bagus banget tapi untuk fungsi dan kegunaan dengan harga segitu ini ga worth it si mendingan mantel 20 rb an anti air Yaa semoga aja produksi kedepannya bisa lebih baik, thx",2,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557141
36,Jas Hujan Pria Bahan Taslan Balon Tahan Air Jas Ujan Wanita Tebal Anti Rembes Cocok Segala Cuaca Original PEAKGLORY,Mending merk yg pasti pasti aja lah. Nyoba beli disini krna warnanya lucu lucu ya emng lucu sii tp buat apa lucu kalau dipake pas ujann ttp basah kuyup juga,1,https://shopee.co.id/Jas-Hujan-Pria-Bahan-Taslan-Balon-Tahan-Air-Jas-Ujan-Wanita-Tebal-Anti-Rembes-Cocok-Segala-Cuaca-Original-PEAKGLORY-i.416626002.13095136467?sp_atk=a78d3140-f27c-4086-a86d-2efcbe557127&xptdk=a78d3140-f27c-4086-a86d-2efcbe557142
37,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,"Pesanan sudah sampai paking baik,respon pelapak baik,kualitas produk sesuai dgn hargala pengiriman standar trimakasih.",5,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e680
38,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,Produknya bagus dan bahan pass ga nyesel beli ditoko ini semoga awet,5,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e680
39,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,"Sebenernya udh dikasih tau kalo beli mantol di online bisa jadi tipis, ternyta.. ya bener ngga setebel itu, tapi namanya juga butuh yagesya🙂👍🏼 bentuknya lucu ada topinya👍🏼 terus rembes ga? Ya namanya ujan rembes2 dikit wajar sih.. Pengait samping bukan pake kancing tapi kaya apa tu namanya, bisa diliat di foto dan video pokoknya👍🏼 overall gud",5,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e680
40,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,"Tdak sesuai ekspektasi,jas hujannya tpis bangett",4,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e680
41,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,Bahannya tipis dan Mash ada. Beberapa jahitan yg kurang rapih. Semoga sj awet,4,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e681
42,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,Cepet sampe nya Kualitas b aja Tipis Dan seperti agak panas Yah lumayan lah Tapi untuk harga segtu menuyku kemahalan sih Terimakasih,3,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e682
43,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,Barangnya sudah sampai. Nanti kalo sudah dicoba bintang nya di tambahin kalo bagus. Thank youuu,3,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e683
44,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,barang sudah keterima dengan baik. cuman tingkat kan lagi kualitas jaitan nya,3,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e684
45,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,"Ini pemesanan kedua.. ternyata bahannya berbeda. Kurang bagus, terlalu tebal dan dikirim juga warnanya keliru pesen Merah dikirim Merah Marun. Pemesanan pertama yg warna biru bahan tipis, light dan bener2 tahan air.. enak banget dipakai. Semoga kedepan pelayanan lebih bagus dan konsisten.",3,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e685
46,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,Maaf kak .. Jahitan nya jelek sekali.. gak sesuai dgn ekpektasi. Gak sesuai dgn harga.,2,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e686
47,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,"Bhn nya standar, tp memang ckup besar, tp wrn slh yg dkirim, mau gelap, dksh yg ijo stabilo",2,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e687
48,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,"Tidak sesuai, produk gagal, Mask lubang muka nya kesamping Parah loo",1,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e688
49,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,ngeriiii pada saat buka jas hujannya kalau gak hati-hati rawan sobek...bahan tipis banget kayak celana dalam perempuan,1,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e689
50,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,Bahan tipis kaya kantong kresek,1,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e690
51,[COD] Jas Hujan Ponco Bogaboo Waterproff - Raincoat Mantel -Mantol - Jas Hujan Motor,"Harga mahal tetapi bahan tipis, lebih tebal jaket waterproof ku, Berminat g sih jualan, Lbh baik jas hujan yg dijual di indomaret",1,https://shopee.co.id/-COD-Jas-Hujan-Ponco-Bogaboo-Waterproff-Raincoat-Mantel-Mantol-Jas-Hujan-Motor-i.29037288.4155417476?sp_atk=dbb978d3-2987-48f9-96bb-d4322000e680&xptdk=dbb978d3-2987-48f9-96bb-d4322000e691
